125.2566	0.26426
125.4366	0.25803
125.6166	0.27809
125.9866	0.26996
126.3466	0.28147
126.7166	0.30322
127.0766	0.28886
127.4366	0.30343
127.8066	0.30142
128.1666	0.29456
128.5366	0.2897
128.8966	0.282
129.2666	0.28981
129.6266	0.26478
129.9966	0.28801
130.3566	0.27745
130.7266	0.28611
131.0866	0.29445
131.4566	0.29445
131.8166	0.2859
131.9966	0.26658
132.1766	0.28347
132.5466	0.26457
132.9066	0.29551
133.2766	0.26605
133.6366	0.25856
134.0066	0.26289
134.3666	0.24926
134.7366	0.2726
135.0966	0.27186
135.4566	0.26658
135.8266	0.27017
136.1866	0.26341
136.5566	0.24399
136.9166	0.24356
137.2766	0.24842
137.6466	0.24831
138.0066	0.24831
138.3766	0.24504
138.5566	0.24399
138.7366	0.25222
139.1066	0.25454
139.4666	0.25866
139.8266	0.24726
140.1966	0.26267
140.5566	0.24652
140.9266	0.24483
141.2866	0.2688
141.6466	0.25919
142.0166	0.26088
142.3766	0.27893
142.7466	0.25486
143.1066	0.24863
143.4666	0.26067
143.8366	0.25286
144.1966	0.25497
144.5666	0.25497
144.9266	0.25317
145.1066	0.26109
145.2866	0.24367
145.6566	0.25539
146.0166	0.2499
146.3766	0.24853
146.7466	0.25475
147.1066	0.2575
147.4766	0.25148
147.8366	0.25169
148.1966	0.2367
148.5666	0.23206
148.9266	0.22308
149.2866	0.24926
149.6566	0.23797
150.0166	0.23923
150.3866	0.2367
150.7466	0.24525
151.1066	0.24525
151.4766	0.25739
151.8366	0.22868
152.0166	0.23227
152.1966	0.24346
152.5666	0.24029
152.9266	0.24019
153.2866	0.22108
153.6566	0.22509
154.0166	0.2367
154.3766	0.2347
154.7466	0.2593
155.1066	0.28474
155.4666	0.27904
155.8366	0.23248
156.1966	0.27006
156.5566	0.2613
156.9266	0.26035
157.2866	0.26098
157.6466	0.26098
158.0166	0.25834
158.3766	0.25011
158.5566	0.25591
158.7366	0.25972
159.1066	0.26595
159.4666	0.23807
159.8266	0.23966
160.1966	0.22868
160.5566	0.21622
160.9166	0.21009
161.2766	0.1893
161.6466	0.20418
162.0066	0.19774
162.3666	0.22076
162.7366	0.23807
163.0966	0.24842
163.4566	0.23913
163.8266	0.23871
164.1866	0.23871
164.5466	0.27703
164.9066	0.24768
165.0966	0.23153
165.2766	0.24578
165.6366	0.25813
165.9966	0.25634
166.3666	0.25909
166.7266	0.26331
167.0866	0.26521
167.4466	0.25338
167.8166	0.25813
168.1766	0.26193
168.5366	0.25286
168.8966	0.24251
169.2666	0.2575
169.6266	0.25095
169.9866	0.26542
170.3566	0.26816
170.7166	0.26816
171.0766	0.27176
171.4366	0.28326
171.8066	0.26489
171.9866	0.28104
172.1666	0.29794
172.5266	0.30945
172.8866	0.30712
173.2566	0.31356
173.6166	0.34756
173.9766	0.33542
174.3366	0.37227
174.7066	0.39613
175.0666	0.37111
175.4266	0.34017
175.7866	0.37015
176.1566	0.39518
176.5166	0.43255
176.8766	0.37818
177.2366	0.37818
177.5966	0.33214
177.9666	0.33732
178.3266	0.31557
178.5066	0.3143
178.6666	0.32381
179.0466	0.3086
179.4166	0.32602
179.7766	0.30375
180.1166	0.28221
180.4766	0.29488
180.8366	0.28453
181.1966	0.27809
181.5666	0.265
181.9266	0.27957
182.2866	0.25307
182.6466	0.21495
183.0066	0.21305
183.3766	0.31145
183.7366	0.31145
184.0966	0.30206
184.4566	0.29424
184.8166	0.29942
184.9966	0.31926
185.1866	0.31451
185.5466	0.28537
185.9066	0.26753
186.2666	0.28717
186.6266	0.29994
186.9866	0.34028
187.3566	0.39739
187.7166	0.36836
188.0766	0.34619
188.4366	0.35939
188.7966	0.32845
189.1666	0.33141
189.5266	0.30512
189.8866	0.31589
190.2466	0.31589
190.6066	0.31324
190.9666	0.31589
191.3366	0.32813
191.6966	0.31388
191.8766	0.30206
192.0366	0.31251
192.3966	0.30533
192.7566	0.31324
193.1166	0.33109
193.4766	0.3293
193.8366	0.36319
194.2066	0.36994
194.5666	0.37554
194.9266	0.37047
195.2866	0.38346
195.6466	0.37807
196.0066	0.40141
196.3666	0.39328
196.7366	0.39328
197.0966	0.37237
197.4566	0.38399
197.8166	0.39286
198.1766	0.37142
198.3566	0.35759
198.5366	0.36213
198.8966	0.32803
199.2566	0.32982
199.6266	0.32813
199.9866	0.31768
