6091.8	-0.02
6095	-0.05
6098.02	0
6100.85	-0.05
6103.97	-0.05
6107	-0.07
6110.23	-0.02
6113.15	0
6115.42	0
6117.72	0
6119.98	0
6122.27	-0.05
6124.57	-0.05
6126.87	-0.05
6129.13	-0.02
6131.43	-0.02
6133.72	-0.02
6136.02	0.02
6138.28	0.05
6140.6	0.1
6142.88	0.37
6145.18	0.15
6147.43	-0.02
6149.8	0.05
6152.63	-0.07
6154.88	-0.02
6157.17	0
6159.45	0.05
6161.73	0.15
6164	0.24
6166.3	0.05
6168.58	0.07
6170.9	0.02
6173.17	0.02
6175.45	0.05
6177.77	0.1
6180.03	0.1
6182.33	0.1
6184.65	0.1
6186.92	0.07
6189.22	0.07
6191.52	0.1
6194.37	0.1
6196.63	0.17
6198.9	0.15
6201.17	0.15
6203.4	0.12
6205.67	0.15
6207.92	0.15
6210.2	0.22
6212.47	0.22
6214.73	0.22
6216.98	0.24
6219.25	0.22
6221.5	0.24
6223.75	0.29
6226.03	0.32
6228.27	0.34
6230.53	0.32
6232.57	0.34
6235.1	0.37
6237.33	0.51
6239.62	0.49
6241.85	0.49
6244.13	0.54
6246.4	0.56
6248.67	0.68
6250.92	0.68
6253.15	0.71
6255.4	0.73
6257.67	0.83
6259.93	0.85
6262.18	0.88
6264.45	1.03
6266.73	0.95
6269.02	1.17
6271.27	1.2
6273.53	1.15
6275.78	1.32
6278.07	1.37
6280.32	1.44
6282.6	1.51
6284.85	1.64
6287.12	1.73
6289.37	1.95
6291.58	1.93
6294.43	2.2
6296.67	2.44
6298.92	2.39
6301.17	2.44
6303.4	2.66
6305.6	2.78
6307.92	2.86
6310.17	3.03
6312.42	3.2
6314.67	3.37
6316.92	3.54
6319.17	3.74
6321.42	3.88
6323.65	4.03
6325.92	4.27
6328.13	4.37
6330.38	4.59
6332.65	4.81
6334.9	5.2
6337.13	5.37
6339.38	5.54
6341.63	5.91
6344.45	6.25
6346.73	6.54
6349	6.79
6351.3	7.2
6353.57	7.57
6355.87	7.62
6358.15	8.01
6360.42	8.35
6362.7	8.69
6364.98	8.96
6367.27	9.25
6369.55	9.47
6371.82	9.91
6374.1	10.03
6376.38	10.5
6378.65	10.82
6380.93	10.94
6383.18	11.13
6385.48	11.43
6387.75	11.72
6390.02	12.04
6392.27	12.23
6395.27	12.4
6397.53	12.62
6399.8	12.87
6402.07	12.77
6404.33	13.06
6406.6	13.16
6408.88	13.09
6411.15	13.35
6413.43	13.7
6415.7	13.38
6417.98	13.7
6420.02	13.92
6422.47	13.77
6424.77	13.99
6427.03	14.06
6429.3	14.26
6431.57	13.92
6433.85	14.26
6436.12	14.33
6438.37	14.55
6440.63	14.5
6442.88	14.4
6445.83	14.21
6448.08	14.06
6450.35	14.53
6452.62	14.45
6454.87	13.96
6456.83	14.31
6459.37	14.43
6461.63	14.11
6463.87	14.16
6466.17	14.4
6468.42	14.16
6470.68	13.96
6472.95	14.11
6475.23	14.18
6477.5	14.09
6479.77	14.18
6482.03	14.06
6484.33	14.16
6486.57	13.94
6488.83	13.89
6491.1	13.67
6494	14.01
6496.27	13.75
6498.55	13.92
6500.82	13.75
6503.08	13.48
6505.33	13.48
6507.63	13.38
6509.87	13.55
6512.12	13.11
6514.38	13.13
6516.63	13.09
6518.87	13.38
6521.13	12.79
6523.38	12.94
6525.67	12.72
6527.93	12.33
6530.18	12.5
6532.42	12.28
6534.67	12.28
6536.9	11.84
6539.13	11.87
6541.38	11.74
6544.27	11.47
6546.5	11.33
6548.48	11.28
6551	10.94
6553.23	10.84
6555.47	10.6
6557.73	10.62
6559.98	10.35
6562.25	10.25
6564.52	10.06
6566.77	9.84
6569	9.81
6571.25	9.55
6573.5	9.25
6575.77	9.01
6578.02	9.06
6580.27	8.91
6582.5	8.59
6584.73	8.4
6586.98	8.25
6589.23	8.2
6591.48	8.03
6594.28	7.81
6596.5	7.64
6598.73	7.37
6600.98	7.45
6603.2	7.3
6605.43	7.03
6607.68	6.71
6609.9	6.71
6612.13	6.54
6614.37	6.3
6616.6	6.2
6618.87	6.18
6621.1	6.05
6623.32	5.98
6625.55	5.79
6627.8	5.64
6630	5.54
6632.23	5.42
6634.48	5.32
6636.73	5.15
6638.97	5.05
6641.3	4.93
6643.97	4.83
6646.23	4.74
6648.5	4.59
6650.77	4.47
6653.05	4.35
6655.32	4.32
6657.57	4.22
6659.85	4.1
6662.22	3.86
6664.47	3.78
6667.07	3.83
6669.7	3.81
6671.95	3.69
6674.22	3.59
6676.47	3.71
6678.75	4.13
6681	3.2
6683.28	3.22
6685.53	3.2
6687.8	3.05
6690.02	2.95
6691.93	3
6695.22	2.76
6697.47	2.69
6699.73	2.59
6702	2.59
6704.27	2.49
6706.52	2.47
6708.78	2.34
6711.25	2.37
6714.02	2.39
6716.3	2.47
6718.55	2.83
6720.83	2.1
6723.1	2.03
6725.35	1.95
6727.62	1.98
6729.85	1.86
6732.1	1.86
6734.82	1.73
6737.33	1.78
6739.58	1.68
6741.83	1.64
6744.07	1.61
6746.33	1.59
6748.58	1.66
6750.83	1.44
6753.15	1.34
6755.97	1.44
6758.2	1.39
6760.45	1.25
6762.7	1.34
6764.93	1.32
6767.23	1.22
6769.5	1.17
6771.68	1.17
6774.57	1.1
6776.8	1.15
6779.03	1.15
6781.27	1.15
6783.52	1.15
6785.75	1.03
6788	0.95
6790.25	0.9
6792.65	0.93
6795.33	0.93
6797.55	0.9
6799.8	0.93
6802.03	0.88
6804.27	0.85
6806.52	0.83
6808.73	0.78
6810.98	0.78
6813.17	0.81
6816	0.81
6818.25	0.78
6820.45	0.73
6822.68	0.73
6825.45	0.68
6827.72	0.66
6829.95	0.71
6832.33	0.66
6835.1	0.68
6837.35	0.66
6839.62	0.63
6842.13	0.61
6844.82	0.56
6847.72	0.59
6848.4	0.56
