# nanotube RBM modes
# 22/7/2007
,1.89RBM,1.90RBM,1.91RBM,1.92RBM,1.93RBM
184.8166,0.29942,0.37795791351351365,0.4452502459459463,0.4225700421052632,0.5769247624999998
184.9966,0.31926,0.3645698444444441,0.4403221378378381,0.42779477894736834,0.5627722624999995
185.1866,0.31451,0.34748039999999913,0.4355159783783786,0.4293897297297307,0.555754081081081
185.5466,0.28537,0.3347749729729724,0.42857858333333293,0.40329338378378327,0.545146526315789
185.9066,0.26753,0.3528887666666662,0.4225526432432432,0.39507929729729735,0.5349986833333334
186.2666,0.28717,0.3714623027027027,0.4210017378378376,0.40409,0.5547979815789482
186.6266,0.29994,0.38285971111111106,0.4092101189189185,0.40409,0.5754899756756757
186.9866,0.34028,0.4105823333333335,0.4212190054054052,0.4069669081081081,0.5906599605263163
187.3566,0.39739,0.4184428648648648,0.4429,0.4153983999999996,0.6109463270270261
187.7166,0.36836,0.42031531111111115,0.4429,0.433774259459459,0.6464579605263159
188.0766,0.34619,0.4220591783783784,0.46817076666666707,0.44606883243243245,0.6710250054054068
188.4366,0.35939,0.39129293333333265,0.46438422972972987,0.46148000000000033,0.6982073675
188.7966,0.32845,0.3959999351351358,0.4630049675675675,0.48727589189189313,0.7375570578947375
189.1666,0.33141,0.39846,0.4682733459459459,0.5014195157894736,0.7634765315789466
189.5266,0.30512,0.40117894054054043,0.48187998421052636,0.5004279351351351,0.7802221324324323
189.8866,0.31589,0.40893439999999964,0.483668523076923,0.5201547076923064,0.7902817473684207
190.2466,0.31589,0.415365772972973,0.4881867111111111,0.5397507675675671,0.8086433648648648
190.6066,0.31324,0.4125257333333334,0.49482568108108077,0.5516232526315783,0.8164295236842103
190.9666,0.31589,0.4007947578947368,0.49930192972972964,0.5612063459459457,0.81757
191.3366,0.32813,0.4026489555555556,0.5049395405405405,0.5817948108108112,0.8314426648648652
191.6966,0.31388,0.4055752222222222,0.5124598918918918,0.6052191999999998,0.8665213736842098
191.8766,0.30206,0.41097734054054075,0.5235711583333339,0.6156228756756759,0.8906526000000001
192.0366,0.31251,0.4185146378378378,0.5398778249999996,0.6261612540540539,0.9172125999999992
192.3966,0.30533,0.4238632888888889,0.5648445486486487,0.6530132540540545,0.9649459236842116
192.7566,0.31324,0.4341166270270262,0.584139964864864,0.6868390631578938,1.0476731238095207
193.1166,0.33109,0.45145570000000007,0.6175782351351363,0.71045,1.1309056999999996
193.4766,0.3293,0.47671087567567483,0.6478022216216217,0.7245279459459444,1.1946271342105241
193.8366,0.36319,0.4869,0.6693549833333337,0.761358832432432,1.2448561459459462
194.2066,0.36994,0.5109548108108126,0.67797,0.7975153405405411,1.2857494000000007
194.5666,0.37554,0.5280129777777777,0.6950930027027012,0.8415530486486491,1.333514208108107
194.9266,0.37047,0.5547609729729728,0.7361850918918929,0.8887972210526344,1.3764125815789476
195.2866,0.38346,0.5524206111111118,0.7702265166666664,0.9340931027027026,1.4039511378378375
195.6466,0.37807,0.54176,0.7977174486486487,0.9371308307692312,1.4154597578947368
196.0066,0.40141,0.5557852756756754,0.8304910631578936,0.9480593621621628,1.405636470270271
196.3666,0.39328,0.5756333333333339,0.8461816567567566,0.9346347135135137,1.3670175175000001
196.7366,0.39328,0.5946756648648652,0.8360279891891889,0.9226022315789452,1.3092432
197.0966,0.37237,0.5868332,0.8257031000000001,0.8829606702702715,1.2289064210526297
197.4566,0.38399,0.5718313684210518,0.8170695756756756,0.8579941837837823,1.1459169473684212
197.8166,0.39286,0.5453155666666673,0.7932662081081094,0.8203615783783782,1.14156
198.1766,0.37142,0.5393966000000002,0.7423044108108089,0.7605214918918901,1.0781717763157896
198.3566,0.35759,0.5439684108108108,0.7224752216216223,0.7352668108108126,1.0350358054054096
198.5366,0.36213,0.5416624648648649,0.7034176583333338,0.710747891891893,0.988663913513513
198.8966,0.32803,0.5095612666666663,0.6618615972972974,0.6552633297297296,0.9042528473684209
199.2566,0.32982,0.4756783675675679,0.6223918621621628,0.6138951783783804,0.8381026783783785
199.6266,0.32813,0.45677062222222214,0.5954341540540532,0.5690292736842119,0.7293076421052685
199.9866,0.31768,0.4392796216216214,0.56093018611111,0.56129,0.6538710567567542
200.3466,0.31451,0.42822986666666674,0.5361096594594601,0.5264146054054051,0.6065492763157904
200.7066,0.29245,0.4143127027027019,0.52144,0.4952628324324311,0.5642941824999986
201.0666,0.28696,0.390266133333334,0.5162468615384626,0.46207217297297304,0.5202208486486481
201.4066,0.27851,0.3713712000000001,0.49487885945945975,0.43997408648648656,0.4830930567567565
201.7666,0.23206,0.3500587243243226,0.46002982499999945,0.41259159999999623,0.45219377631578817
202.1266,0.24599,0.32563,0.4356037918918919,0.3537968648648655,0.4166137675675673
202.4866,0.22297,0.32423326486486476,0.43385403333332945,0.328116779999999,0.37790728947368324
202.8466,0.23015,0.32436075555555555,0.3644057189189191,0.30400775135135105,0.35434715135135125
203.2066,0.23015,0.3178299111111101,0.34798193513513487,0.28555959999999914,0.3321263315789466
203.5766,0.22002,0.2945294810810803,0.31167781891891777,0.25890387027026884,0.308633513513512
203.9366,0.20101,0.2849691111111111,0.2941740351351349,0.228438702702703,0.28229654210526306
204.2966,0.20619,0.2548445621621619,0.26423070270270155,0.20910497297297287,0.26625
204.6566,0.17863,0.2399739666666668,0.2488828611111117,0.1954205263157902,0.2644199684210526
204.8366,0.1667,0.23706896666666655,0.24177781621621608,0.18322315789473698,0.25640523157894696
205.0166,0.16111,0.22787512432432333,0.2346945729729721,0.17814513513513514,0.24694678205128007
205.3766,0.16575,0.20370346666666717,0.206442551351351,0.17423825945946,0.20628524358974482
205.7366,0.13323,0.19290791111111116,0.18111369999999904,0.1639164864864865,0.20583436842105265
206.0966,0.13988,0.19681622702702736,0.16685728611111159,0.1587243027027025,0.1862914081081088
206.4566,0.14273,0.17168422222222163,0.17553130270270328,0.14338,0.17969739999999956
206.8166,0.1327,0.15579947027027025,0.16187562702702685,0.13856901621621673,0.17113583243243258
207.1766,0.10346,0.15419639999999996,0.14617188378378324,0.11056079999999989,0.14961295526315763
207.5466,0.11898,0.14831032222222174,0.14317,0.09900250810810811,0.1421556
207.9066,0.10947,0.13720177297297306,0.14052483513513528,0.0991907135135136,0.13089892631578975
208.2666,0.1042,0.14296506666666675,0.12893005675675617,0.09549816842105137,0.12692040270270272
208.6266,0.1156,0.14522,0.1151945333333335,0.09101023157894733,0.12072410810810848
208.9666,0.10926,0.1395976432432437,0.10988142162162168,0.08567759999999983,0.11553787105263166
209.3266,0.08171,0.11690193333333192,0.12389545789473767,0.08576656216216219,0.10822172432432421
209.6866,0.08171,0.0984618378378378,0.1189347361111113,0.07321699487179517,0.1083774849999999
210.0466,0.06967,0.10079860000000007,0.1135782081081081,0.07359528648648649,0.11133004473684172
210.4066,0.07675,0.11244911111111136,0.10114103783783827,0.05313587027027006,0.10296223243243255
210.7666,0.07495,0.12529020540540517,0.08961965135135133,0.05970129729729814,0.09729813513513476
211.1266,0.06872,0.10543860000000026,0.09162855277777764,0.05955647567567569,0.09247
218.1366,0.02364,0.03890393513513481,0.024292013513513348,0.022925600000000067,0.0148
218.3166,0.01139,0.04152123243243217,0.025754343243243286,0.0176035783783783,0.014079289473684236
218.6766,0.0361,0.04678840000000013,0.017005616666666327,0.005699059459459988,0.013725416216216233
219.0366,0.03926,0.042656000000000235,-0.0008510675675680699,0.022152032432432085,0.01707358000000003
219.3966,0.03378,0.030032454054053432,0.01067037027027105,0.00806923243243237,0.021330635135135074
219.7566,0.01614,0.02686908888888893,0.024529100000000196,0.007184648648648668,0.017033700000000224
220.1166,0.01139,0.027239944444444476,0.009913235135135114,0.00716,0.007319355555555575
220.4766,-0.00149,0.03337807567567568,0.01196,-0.002514508108108035,0.010741386842105866
220.8366,-0.00117,0.004813799999999823,0.012428561111111468,-0.004114345945945956,-0.012103143243242987
221.1966,-0.01268,0.0012834054054053402,0.020494628205128335,0.00127657297297281,-0.0016319891891895318
221.5566,-0.01838,0.014533633333333627,0.016663858974358826,0.0032655351351351353,0.009598031578947393
221.9166,-0.01131,0.01708,0.03213875999999896,-0.000913383783783491,-0.0005198631578944186
222.2566,-0.00561,0.031641599999999,0.04273542499999982,-0.015893094736842556,-0.008868527027026736
222.6166,-0.00561,0.01994539999999974,0.041300700000000024,-0.01652687567567599,-0.009177800000000005
222.9766,0.01308,0.02612093333333261,0.03109022222222264,-0.025956054054054024,-0.014065786842105032
223.3366,0.01012,0.040136962162162566,0.01286500540540487,-0.015685740540540102,-0.013061491891891916
223.6966,0.01678,0.05074101111111091,0.015394555555555295,-0.009592854054053947,-0.009792959459459677
224.0566,0.00632,0.049437822222221824,0.027355910810810576,-0.0200515999999999,-0.016552202631578757
224.4166,0.02111,0.043457783783783774,0.014299041666667275,-0.02714,-0.02011219999999995
224.5966,0.0399,0.04096115555555547,0.006803718918918969,-0.026977513513513882,-0.02035
224.7766,0.02786,0.03305115555555547,0.00160804324324316,-0.022915351351351303,-0.02035
225.1366,0.03261,0.050194177777777196,0.01543185675675576,-0.02398148108108099,-0.016228469230769486
225.4966,0.05574,0.07561064864864918,0.022725241666666694,-0.021089243243242926,-0.013416939473684225
225.8566,0.08889,0.08176374117647064,0.016799629729729905,-0.016181016216215767,-0.013786994594594593
226.2166,0.0947,0.09439785555555517,0.022583151351351426,-0.02589530810810805,-0.02009548378378389
226.5766,0.10483,0.0864782486486477,0.03209754444444456,-0.02943,-0.02273268421052575
226.9366,0.08572,0.0741152444444444,0.024491294594594537,-0.026771846153846316,-0.01533769999999999
227.2966,0.12331,0.09046031111111277,0.01885,-0.022217848648648782,-0.02221132702702687
227.6266,0.11803,0.11119535135135176,0.026924343243242894,-0.023574594594594732,-0.021080436842105064
227.9866,0.13017,0.10845306666666607,0.03285257027027027,-0.018465037837837962,-0.030072289189189236
228.3466,0.15129,0.10067,0.03797133611111081,-0.03024978378378413,-0.03104866756756766
228.7066,0.13682,0.09938567567567556,0.046003840540540644,-0.021784736842105405,-0.029306584210526336
229.0666,0.13682,0.0961956222222223,0.052616397222222215,-0.03332939459459457,-0.03994504324324363
229.4266,0.11254,0.0895105999999998,0.04840394736842118,-0.030100875675676108,-0.027013599999999978
229.7866,0.10715,0.09626184864864852,0.013502183783783782,-0.04364465945945917,-0.03388881500000057
230.1466,0.09659,0.10393657777777777,0.004239430555555181,-0.04288113513513513,-0.023682814999999607
230.5066,0.10758,0.07746417777777768,-0.01145895405405398,-0.05059162162162123,-0.02759610270270266
230.8666,0.07844,0.05990779459459425,-0.01353048333333331,-0.050015491891891924,-0.018887823684210096
231.0466,0.08076,0.050729166666666374,-0.015120483333333436,-0.04591570810810791,-0.017705824324324493
231.2266,0.0608,0.04610416666666674,-0.015743540540540522,-0.041031383783783855,-0.01918960810810808
231.5866,0.05236,0.04432363333333351,-0.016518975675675673,-0.05521562162162211,-0.01984
231.9466,0.05151,0.03145313513513621,-0.021597238888888374,-0.06271841081081066,-0.011528644736842314
232.3066,0.03737,0.012696133333333248,-0.02573351351351318,-0.04871738378378378,-0.008841502702702717
232.6666,0.02945,0.009885377777777782,-0.023123844444443493,-0.04858730810810787,-0.028529227027025886
233.0066,0.02491,0.005066454054054464,-0.03970422432432444,-0.03488703783783898,-0.04028992631578941
233.3666,0.01678,-0.004862088888888967,-0.03138463783783658,-0.02843,-0.04153395675675676
233.7266,0.0342,-0.008731211111111163,-0.00948,-0.02058957837837843,-0.041390586486486504
234.0866,0.0172,0.004718572972972639,-0.009264608108108117,-0.011379675675675511,-0.040192457894736855
234.4466,0.03494,0.019961777777778286,-0.0061210750000006905,-0.03350410810810678,-0.02893035945945968
234.8066,0.02691,0.01278,-0.0017635405405413166,-0.051536,-0.026977699999999948
235.1666,0.03166,0.024112843243242112,-0.03868994324324297,-0.05534959999999961,-0.02953219999999983
235.5266,0.03166,0.045026166666666693,-0.04632464999999998,-0.05348149189189183,-0.03639354864864828
235.8766,0.05204,0.03163440000000095,-0.05296240540540564,-0.04288875555555549,-0.046340613513513734
236.2366,0.04834,-0.002124705882353051,-0.0653344111111105,-0.045212540540540525,-0.04131175500000014
